"pID","app_num","text","title","p1group","app_order","p2final","p1initial","p1_betweenness","p1final","p2initial","word_cnt","funct","pronoun","ppron","i","we","you","shehe","they","ipron","article","verb","auxverb","past","present","future","adverb","preps","conj","negate","quant","number","swear","social","family","friend","humans","affect","posemo","negemo","anx","anger","sad","cogmech","insight","cause","discrep","tentat","certain","inhib","incl","excl","percept","see","hear","feel","bio","body","health","sexual","ingest","relativ","motion","space","time","work","achieve","leisure","home","money","relig","death","assent","nonfl","filler","r_sent.neg","r_sent.pos","r_sent.neut","Gender","Age","Edu","School","Race","Ego","SPP"
"DP912",11,"Using your problem solving methods, help the bear escape various perils and be able to go through different levels.  would not recommend this game to my friends because of the fact that it is a bear.","Block Bear",3,12,2,1,"high",1,2,36,52.78,13.89,5.56,2.78,0,2.78,0,0,8.33,8.33,13.89,8.33,0,8.33,2.78,0,11.11,5.56,2.78,2.78,0,0,11.11,0,2.78,0,5.56,2.78,2.78,0,0,0,22.22,2.78,8.33,5.56,0,2.78,0,2.78,2.78,0,0,0,0,0,0,0,0,0,5.56,2.78,2.78,0,0,5.56,2.78,0,0,0,0,0,0,0,0.595989688,0.404010312,0.816420704,2,22,3,"Rowen",6,0.73191573,2
"DP912",7,"The objective of this game is to look at the patterns and then try to copy them solely based on your memory. i suppose the further you get in the game the harder it gets","Wayse",3,22,5,4,"low",4,5,35,57.14,17.14,11.43,2.86,0,5.71,0,2.86,5.71,14.29,17.14,2.86,0,17.14,0,0,17.14,5.71,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,11.43,2.86,2.86,0,2.86,0,0,2.86,0,5.71,2.86,0,2.86,0,0,0,0,0,14.29,0,11.43,2.86,0,2.86,5.71,0,0,0,0,0,0,0,0.577580296,0.422419704,0.455958485,2,22,3,"Rowen",6,0.73191573,2
"DP912",44,"The grig game offers a bunch of puzzles that you're supposed to solve in order to challenge your mind and see how well your brain can perform","Enter The Grid",0,1,5,5,"low",5,4,28,53.57,14.29,10.71,0,0,10.71,0,0,3.57,7.14,10.71,3.57,3.57,7.14,0,7.14,14.29,7.14,0,3.57,0,0,17.86,0,0,0,7.14,7.14,0,0,0,0,21.43,3.57,7.14,0,7.14,0,0,3.57,0,3.57,3.57,0,0,3.57,3.57,0,0,0,7.14,0,3.57,0,3.57,10.71,3.57,0,0,0,0,0,3.57,0,0.557766596,0.442233404,0.283476286,2,22,3,"Rowen",6,0.73191573,2
"DP912",5,"I would be interested in playing this game because it is a puzzle type game that challenges you and makes you think. I like games that make me think","Non Stop",2,14,5,3,"low",3,5,29,55.17,31.03,17.24,10.34,0,6.9,0,0,13.79,3.45,24.14,10.34,0,17.24,3.45,0,3.45,6.9,0,0,0,0,17.24,0,0,0,10.34,10.34,0,0,0,0,27.59,6.9,10.34,3.45,3.45,0,0,3.45,0,0,0,0,0,0,0,0,0,0,3.45,0,3.45,0,6.9,3.45,13.79,0,0,0,0,0,0,0,0.437330691,0.562669309,0.189010595,2,22,3,"Rowen",6,0.73191573,2
"DP912",64,"I really like maze games so i dont see why people wouldnt want to play this. These type of games are exciting type of challenge and a good waste of time","Mazes",2,19,5,2,"low",2,5,31,48.39,12.9,6.45,6.45,0,0,0,0,6.45,3.23,16.13,9.68,0,12.9,3.23,6.45,12.9,6.45,6.45,0,0,0,9.68,0,0,3.23,12.9,12.9,0,0,0,0,16.13,0,3.23,6.45,0,0,0,3.23,3.23,3.23,3.23,0,0,0,0,0,0,0,3.23,0,0,3.23,9.68,3.23,9.68,0,0,0,0,0,0,0,0.764841759,0.235158241,0.13396076,2,22,3,"Rowen",6,0.73191573,2
"DP912",61,"This game involves two magnets that are supposedly best friends and are separated. The objective of the game is to unite the two friends once again","Cub And Mag",0,8,4,2,"low",2,4,26,61.54,7.69,0,0,0,0,0,0,7.69,11.54,11.54,11.54,0,11.54,0,3.85,7.69,3.85,0,3.85,11.54,0,19.23,0,7.69,0,11.54,11.54,0,0,0,0,3.85,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,11.54,0,3.85,7.69,0,3.85,7.69,0,0,0,0,0,0,0,0.261302985,0.738697015,0.873397365,2,22,3,"Rowen",6,0.73191573,2
"DP912",71,"The purpose of this game is to find the pieces of the machine and put him back together i think. This game doesnt seem so bad because there seems to be thought behind it.","Rusty Robots",1,24,3,2,"low",2,3,34,64.71,14.71,5.88,2.94,0,0,2.94,0,8.82,8.82,20.59,8.82,2.94,14.71,0,8.82,14.71,8.82,2.94,2.94,0,0,8.82,0,0,0,2.94,0,2.94,0,0,0,23.53,14.71,5.88,0,5.88,0,0,2.94,0,0,0,0,0,0,0,0,0,0,8.82,2.94,2.94,2.94,0,2.94,5.88,0,0,0,0,0,0,0,0.860569016,0.139430984,0.543414007,2,22,3,"Rowen",6,0.73191573,2
"DP912",22,"The frog is very dull and you have to use puzzles and logic to get hime through various areas in each level. This game does not seem very fun to play because it is boring.","Ancient Frog",3,7,3,1,"high",1,1,35,60,8.57,2.86,0,0,2.86,0,0,5.71,2.86,20,11.43,0,20,0,5.71,14.29,8.57,2.86,5.71,0,0,5.71,0,0,0,11.43,5.71,5.71,0,0,2.86,25.71,5.71,5.71,0,5.71,0,0,8.57,2.86,0,0,0,0,0,0,0,0,0,8.57,0,8.57,0,0,0,5.71,0,0,0,0,0,0,0,0.795624939,0.204375061,0.179212348,2,22,3,"Rowen",6,0.73191573,2
"DP912",57,"Use the frog to jump rom one area to another and be able to avoid certain objects in the amount of time allotted to you. I would not recommend this app to others. ","Flexy Frogs",0,21,2,1,"high",1,2,33,57.58,12.12,6.06,3.03,0,3.03,0,0,6.06,6.06,9.09,6.06,0,3.03,3.03,0,21.21,3.03,3.03,6.06,3.03,0,3.03,0,0,0,6.06,3.03,3.03,3.03,0,0,18.18,0,3.03,3.03,0,3.03,3.03,3.03,3.03,0,0,0,0,0,0,0,0,0,12.12,3.03,6.06,3.03,0,3.03,0,0,0,0,0,0,0,0,0.410593049,0.589406951,0.139226946,2,22,3,"Rowen",6,0.73191573,2
"DP912",74,"I would like playing this game because it involves strategy and critical thinking. i enjoy games where you must connect pieces to guide something ","Timber Slide",2,16,4,4,"low",4,3,24,54.17,25,12.5,8.33,0,4.17,0,0,12.5,0,8.33,8.33,0,0,8.33,4.17,4.17,8.33,0,4.17,0,0,16.67,0,0,0,12.5,8.33,4.17,0,4.17,0,25,4.17,4.17,8.33,4.17,4.17,0,4.17,4.17,0,0,0,0,0,0,0,0,0,4.17,0,4.17,0,0,4.17,12.5,0,0,0,0,0,0,0,0.382951893,0.617048107,0.14601975,2,22,3,"Rowen",6,0.73191573,2
"DP912",46,"I rated this app a 2 or a 1 because it just looks so bad. The description was so bland and I do not think anyone would enjoy playing this game. ","Lambi Islands",2,24,2,2,"low",1,2,31,61.29,19.35,6.45,6.45,0,0,0,0,12.9,9.68,16.13,9.68,3.23,9.68,3.23,9.68,0,16.13,3.23,0,0,0,6.45,0,0,0,9.68,6.45,3.23,0,0,0,25.81,3.23,3.23,3.23,6.45,0,0,3.23,9.68,3.23,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,0,0,0,0,0,0,0.830166231,0.169833769,0.133492785,2,22,3,"Rowen",6,0.73191573,2
"DP912",79,"Create as many pastries and tasty treats as possible so that you can feed the hungry pig. It involves mixing and problem solving and puzzles. I might recommend this app because I do not know how interactive it will be. ","Pastry Pig",2,1,3,3,"high",3,2,40,57.5,17.5,7.5,5,0,2.5,0,0,10,2.5,15,12.5,0,7.5,5,5,5,20,2.5,2.5,0,0,7.5,0,0,0,5,2.5,2.5,0,0,0,32.5,5,10,2.5,7.5,0,0,7.5,2.5,2.5,0,0,0,7.5,0,0,0,7.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.453660135,0.546339865,0.086966952,2,22,3,"Rowen",6,0.73191573,2
"DP912",47,"Be able to solve riddles and different puzzles on each island and advance from one island to another gathering different items. I would not recommend this to others.","Knock It",0,5,2,4,"high",4,1,28,60.71,10.71,3.57,3.57,0,0,0,0,7.14,0,7.14,7.14,0,0,3.57,0,17.86,7.14,3.57,10.71,3.57,0,3.57,0,0,0,0,0,0,0,0,0,25,3.57,3.57,3.57,3.57,0,0,10.71,3.57,0,0,0,0,0,0,0,0,0,7.14,3.57,3.57,0,0,10.71,0,0,0,0,0,0,0,0,0.49351374,0.50648626,0.734082869,2,22,3,"Rowen",6,0.73191573,2
"DP912",68,"I dont rememeber what this game is about but i think i would play it because the app is designed more nicely than others. it doesnt look basic","Brainergy",0,11,2,2,"low",2,2,28,67.86,28.57,10.71,10.71,0,0,0,0,17.86,3.57,25,17.86,0,21.43,3.57,3.57,7.14,7.14,7.14,3.57,0,0,3.57,0,0,0,7.14,7.14,0,0,0,0,14.29,3.57,3.57,3.57,0,0,0,0,3.57,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0.730457634,0.269542366,0.22084026,2,22,3,"Rowen",6,0.73191573,2
"DP912",51,"The game is about using the red ball thing to save the earth i think. I think this game could be fun for a couple hours but not something i would play often ","Faaalling Balls",0,9,2,3,"low",3,2,33,63.64,18.18,9.09,9.09,0,0,0,0,9.09,12.12,21.21,12.12,0,12.12,3.03,6.06,9.09,3.03,3.03,3.03,0,0,6.06,0,0,0,9.09,9.09,0,0,0,0,30.3,6.06,3.03,6.06,6.06,0,3.03,0,9.09,3.03,3.03,0,0,0,0,0,0,0,3.03,0,0,3.03,0,0,12.12,0,0,0,0,0,0,0,0.776920737,0.223079263,0.58349898,2,22,3,"Rowen",6,0.73191573,2
"DP912",52,"Using logic and puzzles and mind games you have to solve to get through each level. It is in an allotted time. I would not recommend this game to my friends.","Triples",1,7,5,1,"high",1,5,31,58.06,16.13,9.68,6.45,0,3.23,0,0,6.45,3.23,16.13,9.68,0,12.9,3.23,0,16.13,6.45,3.23,3.23,0,0,12.9,0,3.23,0,3.23,3.23,0,0,0,0,32.26,6.45,6.45,3.23,3.23,0,0,9.68,3.23,0,0,0,0,0,0,0,0,0,9.68,0,6.45,3.23,0,3.23,6.45,0,0,0,0,0,0,0,0.623704134,0.376295866,0.315762704,2,22,3,"Rowen",6,0.73191573,2
"DP912",35,"The rainbow ball game doesn't look like it would be much fun. Im sure there are other apps like it and it doesnt seem to have much of a gaming experience","Rainbow Ball Rush",3,23,4,2,"low",2,4,32,56.25,15.63,3.13,3.13,0,0,0,0,12.5,6.25,25,18.75,0,18.75,3.13,3.13,6.25,3.13,3.13,6.25,0,0,3.13,0,0,0,6.25,6.25,0,0,0,0,12.5,3.13,0,3.13,3.13,3.13,0,3.13,0,6.25,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38,0,0,0,0,0,0,0,0.674493997,0.325506003,0.209375535,2,22,3,"Rowen",6,0.73191573,2
"DP912",72,"Using puzzles and different ways to solve logic games, you need to help friends move through a mysterious area. I would not recommend it to my friends because it involves solving puzzles.","Voodoo Friends",2,26,4,2,"high",2,2,32,43.75,15.63,9.38,6.25,0,3.13,0,0,6.25,3.13,9.38,3.13,0,6.25,3.13,0,12.5,6.25,3.13,0,0,0,18.75,0,6.25,0,6.25,6.25,0,0,0,0,37.5,9.38,12.5,6.25,9.38,0,0,3.13,3.13,0,0,0,0,0,0,0,0,0,6.25,3.13,3.13,0,0,6.25,3.13,0,0,0,0,0,0,0,0.405787365,0.594212635,0.431454785,2,22,3,"Rowen",6,0.73191573,2
"DP912",37,"Use different problem solving skills to move from one end to another so that you can move from one level to the next. I would not recommend this to another person because it is using puzzles.","Glow Worm",1,6,4,4,"high",4,4,36,61.11,13.89,5.56,2.78,0,2.78,0,0,8.33,2.78,13.89,8.33,0,11.11,2.78,2.78,16.67,5.56,2.78,5.56,5.56,0,5.56,0,0,2.78,2.78,0,2.78,0,0,0,22.22,2.78,11.11,5.56,2.78,0,0,0,2.78,0,0,0,0,0,0,0,0,0,13.89,5.56,2.78,5.56,0,5.56,0,0,0,0,0,0,0,0,0.455031096,0.544968904,0.246523314,2,22,3,"Rowen",6,0.73191573,2
"DP912",54,"I would play this game because it looks like a rebellious kid with some interesting advventures in mind. The icon is designed well which is another reason i may download it","Safire",1,16,3,3,"low",3,3,31,58.06,19.35,6.45,6.45,0,0,0,0,12.9,6.45,16.13,12.9,0,9.68,6.45,3.23,6.45,3.23,0,6.45,0,0,6.45,0,0,3.23,12.9,9.68,3.23,0,3.23,0,22.58,3.23,6.45,3.23,6.45,0,0,3.23,0,3.23,3.23,0,0,0,0,0,0,0,3.23,0,3.23,0,0,0,6.45,0,0,0,0,0,3.23,0,0.500332323,0.499667677,0.184032891,2,22,3,"Rowen",6,0.73191573,2
"DP912",69,"This app looks too childish and doesnt look like something I would want to waste my time playing. Its a game i would hand a younger sibling to make them stop crying","Expand It",3,8,2,3,"low",3,2,32,50,21.88,12.5,9.38,0,0,0,3.13,9.38,6.25,21.88,9.38,0,15.63,6.25,3.13,6.25,3.13,3.13,0,0,0,6.25,0,0,0,6.25,3.13,3.13,0,0,3.13,21.88,0,3.13,9.38,3.13,0,3.13,3.13,3.13,9.38,6.25,0,3.13,3.13,3.13,0,0,0,9.38,0,0,9.38,0,0,6.25,0,0,0,0,0,0,0,0.867894967,0.132105033,0.213868603,2,22,3,"Rowen",6,0.73191573,2
"DP912",42,"Using puzzles and mind games and logic, you have to solve riddles and different problems to secure the future of the circle. I would not recommend this game to my friends","Odum",2,12,4,2,"high",2,3,31,51.61,12.9,9.68,6.45,0,3.23,0,0,3.23,6.45,9.68,6.45,0,6.45,3.23,0,12.9,9.68,3.23,0,0,0,12.9,0,3.23,0,9.68,6.45,3.23,0,0,0,38.71,6.45,6.45,6.45,3.23,0,3.23,9.68,3.23,3.23,3.23,0,0,0,0,0,0,0,3.23,0,0,3.23,0,3.23,6.45,0,0,0,0,0,0,0,0.553492506,0.446507494,0.377979972,2,22,3,"Rowen",6,0.73191573,2
"DP912",26,"It is an app about adventure and trying to use logic and puzzles to save a gofer. It looked very boring and I would not recommend it to my friends.","Save My Telly",0,19,3,2,"high",2,2,30,60,16.67,6.67,6.67,0,0,0,0,10,6.67,13.33,6.67,3.33,6.67,3.33,6.67,13.33,10,3.33,0,0,0,3.33,0,3.33,0,13.33,10,3.33,0,0,0,30,3.33,3.33,3.33,3.33,0,3.33,10,3.33,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0.812100302,0.187899698,0.012757497,2,22,3,"Rowen",6,0.73191573,2
"DP912",31,"This game doesn't look like it offers much of a fun experience and I personally wouldnt recommend it to anyone because there are a bunch of  better games out there","Toss The Bird",3,18,2,3,"low",3,2,31,61.29,16.13,3.23,3.23,0,0,0,0,12.9,6.45,9.68,6.45,0,6.45,3.23,6.45,12.9,6.45,3.23,6.45,0,0,12.9,0,0,0,6.45,6.45,0,0,0,0,16.13,0,3.23,3.23,3.23,0,0,6.45,0,6.45,3.23,0,0,0,0,0,0,0,3.23,0,3.23,0,0,3.23,6.45,0,0,0,0,0,0,0,0.409021002,0.590978998,0.246715285,2,22,3,"Rowen",6,0.73191573,2
"DP912",9,"This game looks like it could be fun because it involves matching. Usually games that are easy in this sense, give the user a feeling of accomplishment ","Fruit Fling",0,2,4,5,"low",4,4,27,51.85,18.52,0,0,0,0,0,0,18.52,7.41,18.52,11.11,0,11.11,0,3.7,7.41,3.7,0,0,0,0,14.81,0,0,0,7.41,7.41,0,0,0,0,18.52,7.41,3.7,3.7,3.7,0,0,0,0,7.41,3.7,0,3.7,0,0,0,0,0,7.41,0,3.7,3.7,3.7,3.7,11.11,0,0,0,0,0,0,0,0.439126803,0.560873197,0.175028447,2,22,3,"Rowen",6,0.73191573,2
"DP912",40,"Move the worm through different obstacles so that he can safely get back to his home. I would not recommend this to others because it involves puzzles. ","Jet Worm",3,10,4,2,"high",2,4,27,62.96,25.93,11.11,3.7,0,0,7.41,0,14.81,3.7,11.11,7.41,0,7.41,3.7,7.41,11.11,7.41,3.7,0,0,0,11.11,0,0,0,3.7,3.7,0,0,0,0,22.22,0,3.7,3.7,3.7,0,7.41,0,3.7,0,0,0,0,0,0,0,0,0,7.41,3.7,0,3.7,0,0,0,3.7,0,0,0,0,0,0,0.540255781,0.459744219,0.715610516,2,22,3,"Rowen",6,0.73191573,2
"DP912",66,"Battle and help droids by answering and solving riddles and puzzles. Solve enough move onto the next level. I would not recommend this to my friends because it is very boring. ","Droid Getaway",1,5,2,1,"high",1,1,31,54.84,12.9,6.45,6.45,0,0,0,0,6.45,3.23,6.45,6.45,0,3.23,3.23,3.23,9.68,12.9,3.23,3.23,0,0,6.45,0,3.23,0,9.68,3.23,6.45,0,3.23,0,32.26,9.68,9.68,3.23,3.23,0,0,9.68,3.23,0,0,0,0,0,0,0,0,0,12.9,3.23,6.45,3.23,0,6.45,0,0,0,0,0,0,0,0,0.823715221,0.176284779,0.171533229,2,22,3,"Rowen",6,0.73191573,2
"DP912",36,"The primary objective of this game is to disperse water among the plants because they are dehydrated. I do not think i would play it because it doesnt seem fun","Drip",3,22,4,3,"low",3,4,30,63.33,20,10,6.67,0,0,0,3.33,10,6.67,23.33,16.67,0,20,3.33,0,10,6.67,6.67,0,0,0,6.67,0,0,0,6.67,6.67,0,0,0,0,20,6.67,6.67,3.33,3.33,0,0,0,3.33,0,0,0,0,3.33,0,0,0,3.33,3.33,0,3.33,0,0,0,6.67,0,0,0,0,0,0,0,0.582050329,0.417949671,0.273261679,2,22,3,"Rowen",6,0.73191573,2
"DP912",28,"This pyramid game includes something about an ancient puyramid and youre supposed to solve puzzles and stuff. i might play this if i was bored ","The Pyramid",2,15,4,2,"low",2,4,25,60,28,12,8,0,4,0,0,16,4,16,12,8,4,4,4,8,12,0,0,0,0,8,0,0,0,8,4,4,0,0,0,36,4,4,4,20,0,0,12,8,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,8,0,0,0,0,0,0,0,0.750969735,0.249030265,0.144810736,2,22,3,"Rowen",6,0.73191573,2
"DP912",62,"Find your way around an area and try not to get lost. The objective is to remember where you are and where you are going in order to beat the game","Find Path",3,14,4,2,"low",2,4,31,61.29,9.68,9.68,0,0,9.68,0,0,0,9.68,19.35,9.68,3.23,16.13,0,9.68,16.13,6.45,3.23,0,0,0,12.9,0,0,0,3.23,0,3.23,0,0,3.23,19.35,6.45,0,0,0,0,0,9.68,3.23,0,0,0,0,0,0,0,0,0,25.81,3.23,16.13,0,0,9.68,3.23,0,0,0,0,0,0,0,0.598427077,0.401572923,0.895173413,2,22,3,"Rowen",6,0.73191573,2
"DP912",50,"Get the right shapes. Need to use puzzles and logic to get the right shapes into the right spaces. You are timed and it does not look very fun to play.","Shape Star",0,1,5,1,"high",1,5,31,48.39,6.45,3.23,0,0,3.23,0,0,3.23,9.68,22.58,6.45,0,22.58,0,3.23,12.9,6.45,3.23,0,0,0,3.23,0,0,0,6.45,6.45,0,0,0,0,25.81,3.23,3.23,3.23,3.23,0,0,9.68,3.23,3.23,3.23,0,0,0,0,0,0,0,25.81,0,22.58,3.23,0,0,3.23,0,0,0,0,0,0,0,0.25299341,0.74700659,0.195945345,2,22,3,"Rowen",6,0.73191573,2
"DP912",6,"This game is so very basic and I honestly would not waste my time playing it and that is why i rated it a one. Games like this are pointless ","High Low Spinner",0,20,4,1,"low",1,4,30,63.33,26.67,10,10,0,0,0,0,16.67,3.33,13.33,13.33,0,10,3.33,6.67,0,10,3.33,0,3.33,0,6.67,0,0,0,6.67,6.67,0,0,0,0,16.67,0,3.33,3.33,0,0,0,6.67,3.33,0,0,0,0,0,0,0,0,0,3.33,0,0,3.33,0,0,10,0,0,0,0,0,0,0,0.746137554,0.253862446,0.244822418,2,22,3,"Rowen",6,0.73191573,2
"DP912",29,"This is a very dry and dull game that allows you to remember different signals and colors that were signaled. I would not recommend this app because it is very dull and boring. ","Blink Blox",3,4,4,1,"high",1,4,33,60.61,21.21,6.06,3.03,0,3.03,0,0,15.15,3.03,12.12,12.12,3.03,6.06,3.03,6.06,3.03,12.12,3.03,0,0,0,6.06,0,0,0,9.09,0,9.09,0,0,6.06,24.24,3.03,6.06,3.03,0,0,0,9.09,3.03,6.06,3.03,0,3.03,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0.75258471,0.24741529,0.115460567,2,22,3,"Rowen",6,0.73191573,2
"DP912",59,"Hide and gather as many acorns as you can in the amount of time given to you. If you do not you have to start all over. I would not recommend this to my friends.","Little Acorns",2,13,1,2,"high",2,1,35,74.29,20,17.14,5.71,0,11.43,0,0,2.86,2.86,17.14,11.43,2.86,11.43,2.86,0,22.86,11.43,5.71,8.57,0,0,17.14,0,2.86,0,2.86,2.86,0,0,0,0,17.14,0,0,5.71,2.86,2.86,0,2.86,8.57,0,0,0,0,0,0,0,0,0,11.43,0,5.71,5.71,0,0,0,0,0,0,0,0,0,0,0.569349536,0.430650464,0.188209643,2,22,3,"Rowen",6,0.73191573,2
"DP912",48,"Move through space and avoid certain objects in order to return to Earth safely. I would recommend this app because it involves adventure, violence and progress. ","Mazonaut",2,16,3,2,"high",2,3,26,42.31,11.54,3.85,3.85,0,0,0,0,7.69,0,3.85,3.85,0,0,3.85,0,15.38,11.54,0,0,0,0,3.85,0,0,0,15.38,11.54,3.85,3.85,0,0,26.92,0,3.85,3.85,0,3.85,7.69,7.69,0,0,0,0,0,0,0,0,0,0,19.23,3.85,7.69,3.85,0,3.85,0,0,0,0,0,0,0,0,0.346159802,0.653840198,0.514215548,2,22,3,"Rowen",6,0.73191573,2
"DP912",24,"Help your character escape dangers and perils so that it can be safely reunited with its family. I would not recommend this app to others because it involves puzzles.","Let Me Out",3,0,4,1,"high",1,4,29,58.62,27.59,6.9,3.45,0,3.45,0,0,20.69,0,10.34,10.34,0,3.45,3.45,3.45,6.9,10.34,3.45,0,0,0,13.79,3.45,0,0,6.9,3.45,3.45,0,3.45,0,24.14,0,3.45,3.45,3.45,0,3.45,6.9,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,3.45,0,0,0,0,0,0,0.419150212,0.580849788,0.33363559,2,22,3,"Rowen",6,0.73191573,2
"DP912",58,"The main character of this game is a squirrel and you're supposed to go around the game and collect nuts and get through a bunch of obstacles ","Hank Hazard",3,3,2,1,"low",1,3,28,60.71,7.14,3.57,0,0,3.57,0,0,3.57,14.29,14.29,3.57,3.57,10.71,0,3.57,17.86,10.71,0,7.14,0,0,10.71,0,0,0,0,0,0,0,0,0,21.43,0,0,0,3.57,0,3.57,14.29,0,0,0,0,0,0,0,0,0,0,7.14,3.57,3.57,0,0,0,7.14,0,0,0,0,0,0,0,0.647827329,0.352172671,0.360872269,2,22,3,"Rowen",6,0.73191573,2
"DP912",43,"This game looks interesting because it has an adventurous aspect to it. Going along a journey and collecting different items to complete a mission sounds pleasing","Kinopian",1,18,2,4,"low",4,3,26,50,11.54,0,0,0,0,0,0,11.54,11.54,7.69,3.85,0,7.69,0,0,11.54,7.69,0,3.85,0,0,3.85,0,0,0,11.54,11.54,0,0,0,0,15.38,0,3.85,0,0,3.85,0,7.69,0,7.69,3.85,3.85,0,0,0,0,0,0,7.69,7.69,0,0,0,0,3.85,0,0,0,0,0,0,0,0.247431933,0.752568067,0.216206487,2,22,3,"Rowen",6,0.73191573,2
"DP912",77,"This game is  very simplistic and boring. This is because you have to match the red sections with the red sections and blue sections with the blue sections. Very simple, boring, and waste of time.","All Out",2,0,3,1,"high",1,4,35,54.29,8.57,2.86,0,0,2.86,0,0,5.71,8.57,8.57,8.57,0,8.57,0,5.71,11.43,11.43,0,2.86,0,0,5.71,0,0,0,5.71,0,5.71,0,0,0,17.14,0,2.86,0,0,0,0,14.29,0,11.43,11.43,0,0,0,0,0,0,0,2.86,0,0,2.86,0,0,2.86,0,0,0,0,0,0,0,0.866534218,0.133465782,0.226070667,2,22,3,"Rowen",6,0.73191573,2
"DP912",17,"I think this is the game about the cell or bacteria, I rated this very low because it doesnt look appealing. The plot of the game doesnt target a good auduence","Atom Crusher",1,2,4,2,"low",1,4,31,58.06,16.13,6.45,6.45,0,0,0,0,9.68,16.13,16.13,9.68,0,16.13,0,6.45,6.45,6.45,6.45,0,0,0,9.68,0,0,0,6.45,3.23,3.23,0,0,3.23,9.68,3.23,3.23,0,3.23,0,0,0,3.23,3.23,3.23,0,0,0,0,0,0,0,3.23,0,3.23,0,0,0,6.45,0,0,0,0,0,0,0,0.496812449,0.503187552,0.180702222,2,22,3,"Rowen",6,0.73191573,2
"DP912",27,"In this game, you have to deflect the ball from various objects. You have a set amount of turns to try to win the level. I would not recommend this to my friends","Deflection",3,10,5,1,"high",1,5,33,63.64,18.18,12.12,6.06,0,6.06,0,0,6.06,9.09,15.15,9.09,0,12.12,3.03,0,21.21,0,3.03,6.06,0,0,12.12,0,3.03,0,6.06,6.06,0,0,0,0,6.06,0,0,3.03,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,9.09,0,6.06,0,0,6.06,6.06,0,0,0,0,0,0,0,0.612743955,0.387256045,0.277431678,2,22,3,"Rowen",6,0.73191573,2
"DP912",19,"I dont remember what this game is either but because of the app design i do not think i would bother downloading it. Looks like another childrens game","Box Monsters",3,23,3,1,"low",1,4,28,60.71,21.43,10.71,10.71,0,0,0,0,10.71,3.57,21.43,14.29,0,17.86,3.57,0,3.57,7.14,7.14,7.14,0,0,10.71,0,0,3.57,3.57,0,3.57,0,3.57,0,25,7.14,3.57,3.57,0,0,0,0,10.71,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0.869980944,0.130019056,0.202735889,2,22,3,"Rowen",6,0.73191573,2
"DP912",49,"The objective of this game is to gather multiple clues and use them to solve mysteries. I would probably play this because it looks challenging","Victorian Mysteries",1,15,4,3,"low",3,4,25,56,20,8,4,0,0,0,4,12,4,16,8,0,12,4,4,12,8,0,0,0,0,12,0,0,0,8,8,0,0,0,0,28,4,12,4,8,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,8,8,0,0,0,0,0,0,0,0.471470357,0.528529643,0.249834793,2,22,3,"Rowen",6,0.73191573,2
"DP912",70,"I dont see myself sitting down for a long period of time trying to crack a combination code for a vault game. If i wanted to do that i would pick up a random lock and try to unlock that instead","Crack That Vault",2,5,4,2,"low",2,4,41,58.54,14.63,9.76,9.76,0,0,0,0,4.88,9.76,14.63,7.32,2.44,9.76,2.44,2.44,19.51,4.88,2.44,0,0,0,2.44,0,0,0,0,0,0,0,0,0,14.63,0,2.44,7.32,4.88,0,0,2.44,2.44,2.44,2.44,0,0,0,0,0,0,0,14.63,0,4.88,7.32,0,4.88,2.44,0,0,0,0,0,0,0,0.770663839,0.229336161,0.224202694,2,22,3,"Rowen",6,0.73191573,2
"DP912",14,"Be able to solve different areas to solve the various puzzles in each and every level. I would not recommend this to others because it is very boring and dull. ","Crate",3,14,2,1,"high",1,2,30,66.67,13.33,3.33,3.33,0,0,0,0,10,3.33,10,10,0,3.33,3.33,3.33,13.33,10,3.33,10,0,0,0,0,0,0,6.67,0,6.67,0,0,3.33,33.33,6.67,10,3.33,3.33,3.33,0,10,3.33,0,0,0,0,0,0,0,0,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0.811404308,0.188595692,0.138928132,2,22,3,"Rowen",6,0.73191573,2
